"","Company.Name","Category.Groups","Headquarters.Location","Status","Closed.Date","Founded.Date","Number.of.Articles","Categories","Number.of.Employees","Number.of.Founders","Number.of.Funding.Rounds","Last.Funding.Date","Last.Funding.Amount","Last.Funding.Type","Last.Equity.Funding.Amount","Total.Equity.Funding.Amount","Total.Funding.Amount","Number.of.Investors","Number.of.Lead.Investors","Stock.Exchange","Stock.Symbol","Valuation.at.IPO","Money.Raised.at.IPO","IPO.Date","foundyear"
"21","ArgonCredit","Data and Analytics, Software, Financial Services, Lending and Investments","Chicago, Illinois, United States","Operating","","2013-12-01",NA,"FinTech, Consumer Lending, Personal Finance, Innovation Management, Machine Learning, Financial Services, Analytics, Finance","11-50",2,4,"2015-05-19",7.5e+07,"Debt Financing",3e+06,5050000,80050000,3,1,"","","","","",1
"26","Amino Diet Reviews","Transportation","Beijing, Beijing, China","Operating","","2011-12-01",NA,"Supply Chain Management, Customer Service","",1,5,"2016-07-21",7e+07,"Series E",7e+07,2.3e+08,2.3e+08,8,5,"","","","","",-1
"27","AppSheet","Apps, Software, Internet Services, Mobile","Seattle, Washington, United States","Operating","","2012-06-01",7,"Developer Tools, Cloud Computing, Mobile Apps","1-10",2,3,"2015-10-16",1500000,"Seed",1500000,2015000,2015000,2,1,"","","","","",0
"29","AYLIEN","Science and Engineering, Data and Analytics, Software","Dublin, Dublin, Ireland","Operating","","2010-01-01",9,"Text Analytics, Machine Learning, Big Data, Artificial Intelligence, Natural Language Processing","1-10",1,5,"2016-03-06",0,"Series Unknown",0,1137262,1137262,5,0,"","","","","",-2
"30","azeti Networks AG","Hardware, Information Technology, Internet Services","Berlin, Berlin, Germany","Operating","","2006-01-01",11,"Information Technology, Internet of Things, Cloud Infrastructure","11-50",2,4,"2016-04-25",4e+06,"Series C",4e+06,20958398,20958398,3,1,"","","","","",-6
"31","AdPushup","Apps, Software, Advertising","New Delhi, Delhi, India","Operating","","2013-01-01",16,"Advertising Platforms, Apps","1-10",2,3,"2016-08-08",0,"Series A",0,632000,632000,17,1,"","","","","",1
"35","Amimon","Science and Engineering, Hardware, Media and Entertainment, Video, Mobile","Herzliya, Tel Aviv, Israel","Operating","","2004-01-01",61,"Video, Semiconductor, Wireless","51-100",1,6,"2015-06-11",4120000,"Series Unknown",4120000,50120000,50120000,8,4,"","","","","",-8
"36","Antlos","Travel and Tourism, Commerce and Shopping, Information Technology, Sports","Roncade, Veneto, Italy","Operating","","2014-12-16",4,"Travel, Marketplace, Boating, Tourism, ICT, Sailing","1-10",3,3,"2016-05-26",0,"Convertible Note",0,1122410,1122410,5,0,"","","","","",2
"39","Askem","Data and Analytics, Sales and Marketing, Design, Mobile","Tel Aviv, Tel Aviv, Israel","Operating","","2013-02-01",11,"Market Research, Marketing, Mobile","11-50",4,4,"2016-05-15",0,"Series Unknown",0,1850000,1850000,5,0,"","","","","",1
"49","Agrivi","Agriculture and Farming","London, England, United Kingdom","Operating","","2013-06-18",3,"Agriculture, SaaS, Farming, B2B","",1,3,"2016-07-04",0,"Series A",0,1413834,1413834,1,1,"","","","","",1
"60","Avidbots","Science and Engineering, Hardware, Software","Waterloo, Ontario, Canada","Operating","","2014-01-01",3,"Hardware, Robotics, Software","11-50",3,3,"2016-02-22",0,"Series Unknown",0,25000,25000,3,0,"","","","","",2
"84","Amrit Advanced Biotech","Biotechnology, Science and Engineering","Cambridge, Cambridgeshire, United Kingdom","Operating","","2007-03-03",NA,"Biotechnology","1-10",0,3,"2009-10-01",0,"Series A",0,3242399,3242399,3,0,"","","","","",-5
"109","AIO Robotics","Manufacturing, Science and Engineering, Hardware, Software","Los Angeles, California, United States","Operating","","2013-05-24",22,"Robotics, Hardware, Software, 3D Printing","11-50",3,3,"2016-03-30",0,"Angel",0,0,0,2,0,"","","","","",1
"488","Belly","Platforms, Software, Sales and Marketing, Financial Services, Mobile, Advertising","Chicago, Illinois, United States","Operating","","2011-08-01",146,"Loyalty Programs, Android, FinTech, Advertising, Mobile, Small and Medium Businesses","51-100",1,4,"2013-08-28",12100000,"Series B",12100000,24975000,24975000,8,1,"","","","","",-1
"490","Bond Street","Financial Services","New York, New York, United States","Operating","","2013-10-29",14,"Lending, FinTech, Finance","11-50",2,4,"2017-02-15",3e+08,"Debt Financing",1e+07,11500000,411500000,21,4,"","","","","",1
"491","Bidgely","Energy, Sustainability, Data and Analytics, Software","Sunnyvale, California, United States","Operating","","2010-01-01",45,"Analytics, Consumer Software, Energy Efficiency, Energy Management, GovTech","101-250",2,3,"2015-11-02",16600000,"Series B",16600000,24600000,24600000,6,3,"","","","","",-2
"495","Boost Media","Commerce and Shopping, Sales and Marketing, Advertising","San Francisco, California, United States","Operating","","2009-01-01",20,"B2B, Marketplace, Advertising, Crowdsourcing, SaaS","51-100",2,6,"2014-11-18",1.9e+07,"Series C",1.9e+07,31990000,31990000,19,3,"","","","","",-3
"497","BevSpot","Commerce and Shopping, Software, Transportation","Boston, Massachusetts, United States","Operating","","2014-03-10",5,"Logistics, Software, Retail","11-50",3,4,"2016-07-07",11000003,"Series B",11000003,17090003,17090003,3,1,"","","","","",2
"498","Baedal Minjeok","Navigation and Mapping, Food and Beverage, Data and Analytics, Transportation, Internet Services","Seoul, Seoul-t'ukpyolsi, South Korea","Operating","","2011-03-01",6,"Restaurants, Food Delivery, Location Based Services","",0,3,"2016-04-25",5e+07,"Series Unknown",5e+07,9.8e+07,9.8e+07,4,1,"","","","","",-1
"502","BBB","Platforms, Software, Health Care, Mobile","Mountain View, California, United States","Operating","","2014-12-28",14,"Mobile, Android, Health Diagnostics","11-50",2,3,"2016-10-03",5e+06,"Series A",5e+06,5100000,5100000,6,0,"","","","","",2
"504","Balluun","Hardware, Commerce and Shopping, Media and Entertainment, Consumer Goods, Internet Services","ZÃ¼rich, Zurich, Switzerland","Operating","","2009-08-14",25,"SaaS, Toys, E-Commerce, Cosmetics, B2B, Cloud Infrastructure, Art, Social Media, Wholesale","11-50",3,3,"2016-06-02",0,"Series C",0,52894452,52894452,3,3,"","","","","",-3
"507","Budbee","Navigation and Mapping, Data and Analytics, Internet Services","Stockholm, Stockholms Lan, Sweden","Operating","","2013-01-01",NA,"Navigation, Mapping Services, Location Based Services","11-50",1,3,"2017-01-30",0,"Series Unknown",0,4443622,4443622,5,1,"","","","","",1
"513","Butterfleye Inc","Hardware, Media and Entertainment, Consumer Electronics, Real Estate, Software, Internet Services, Video, Content and Publishing","San Francisco, California, United States","Operating","","2013-10-01",NA,"Video Streaming, Consumer Electronics, Software, Home Automation, Hardware, Internet of Things","1-10",1,4,"2016-03-03",1090000,"Debt Financing",610200,1935200,3025200,8,0,"","","","","",1
"515","Bitsbox","Commerce and Shopping, Software, Education","Boulder, Colorado, United States","Operating","","2014-01-01",3,"EdTech, Education, E-Commerce","1-10",2,3,"2016-10-01",9e+05,"Seed",9e+05,1320000,1320000,3,0,"","","","","",2
"519","Bytemark, Inc.","Travel and Tourism, Commerce and Shopping, Media and Entertainment, Events, Software, Internet Services, Mobile","New York, New York, United States","Operating","","2011-01-01",19,"Tourism, E-Commerce, Point of Sale, Mobile, Ticketing, Software, Internet, Developer APIs","11-50",6,3,"2016-08-23",0,"Series Unknown",0,8e+05,2300000,1,0,"","","","","",-1
"522","Bagaveev Corporation","Manufacturing, Science and Engineering, Transportation","San Mateo, California, United States","Operating","","2013-01-01",3,"Aerospace, Advanced Materials, Space Travel","1-10",1,4,"2015-04-01",0,"Seed",0,120000,655000,6,0,"","","","","",1
"523","Beyond Lucid Technologies","Health Care, Mobile","Walnut Creek, California, United States","Operating","","2009-05-01",15,"B2B, mHealth, Health Care","11-50",2,7,"2013-09-11",520000,"Seed",520000,1159500,1159500,4,0,"","","","","",-3
"532","BrainCells","Biotechnology, Science and Engineering, Health Care","San Diego, California, United States","Closed","2014-01-01","2003-01-01",6,"Medical Device, Biotechnology, Health Care","11-50",0,6,"2012-01-11",1978046,"Debt Financing",3999996,71699996,74672769,11,5,"","","","","",-9
"535","Besepa","Financial Services, Lending and Investments","Madrid, Madrid, Spain","Operating","","2014-10-17",1,"Banking, Financial Services, FinTech","1-10",2,3,"2016-06-07",0,"Seed",0,632622,632622,6,1,"","","","","",2
"537","BuddyBounce","Media and Entertainment, Data and Analytics, Sales and Marketing","London, England, United Kingdom","Operating","","2010-06-01",4,"Analytics, Celebrity, Social Media Marketing","1-10",2,3,"2015-02-01",0,"Seed",0,560393,560393,2,0,"","","","","",-2
"541","BudgetBakers.com","Apps, Information Technology, Software, Financial Services, Mobile","Prague, Hlavni mesto Praha, Czech Republic","Operating","","2010-01-01",NA,"Mobile Apps, Information Services, Personal Finance","1-10",1,3,"2016-06-01",290000,"Seed",290000,433547,433547,4,2,"","","","","",-2
"562","Bad Seed Entertainment","Gaming","Milano, Lombardia, Italy","Operating","","2012-09-18",5,"PC Games, Gaming, Video Games","1-10",3,3,"2014-07-16",0,"Seed",0,358588,358588,3,0,"","","","","",0
"576","Bioserie","Consumer Goods, Internet Services","Hong Kong, Hong Kong Island, Hong Kong","Operating","","2009-11-01",6,"Product Search, Toys, Children","1-10",3,4,"2015-01-01",0,"Seed",0,380000,380000,NA,NA,"","","","","",-3
"594","BioData","Biotechnology, Science and Engineering, Hardware, Information Technology, Consumer Electronics","Cambridge, Massachusetts, United States","Operating","","2007-07-01",2,"Information Technology, Biotechnology, Electronics","11-50",1,4,"2015-08-27",0,"Series B",0,0,0,1,0,"","","","","",-5
"600","Banian Labs","Apps, Science and Engineering, Travel and Tourism, Hardware, Data and Analytics, Software, Internet Services","Los Angeles, California, United States","Operating","","2015-08-01",NA,"Artificial Intelligence, Big Data, Apps, Internet, Augmented Reality, Travel","",2,4,"2017-03-01",0,"Seed",0,0,0,NA,NA,"","","","","",3
"920","Carnegie Mellon University","Education","Pittsburgh, Pennsylvania, United States","Operating","","1900-01-01",1370,"Higher Education","",0,5,"2017-01-13",2.5e+08,"Grant",0,0,277900000,5,0,"","","","","",-112
"921","Casper","Hardware, Commerce and Shopping, Community and Lifestyle","New York, New York, United States","Operating","","2013-11-01",32,"E-Commerce, Lifestyle, Retail, Hardware","51-100",6,3,"2015-06-22",5.5e+07,"Series B",5.5e+07,69700000,69700000,28,6,"","","","","",1
"922","Checkr","Software, Professional Services, Internet Services","San Francisco, California, United States","Operating","","2014-01-01",31,"Internet, Legal, Developer APIs, Software","11-50",2,3,"2016-03-23",4e+07,"Series B",4e+07,49120000,49120000,25,3,"","","","","",2
"924","Canary","Hardware, Consumer Electronics, Real Estate, Privacy and Security, Financial Services","New York, New York, United States","Operating","","2012-01-01",57,"Home Automation, Crowdfunding, Security, Hardware","",3,3,"2015-06-01",3e+07,"Series B",3e+07,41200000,41200000,12,5,"","","","","",0
"925","Cymmetria","Information Technology, Privacy and Security","San Francisco, California, United States","Operating","","2014-01-01",51,"Cyber Security, Network Security, Security","11-50",4,3,"2015-11-10",9e+06,"Series A",9e+06,10600000,10600000,11,0,"","","","","",2
"926","Consumer Physics","Apps, Hardware, Software, Mobile","Herzliya, Tel Aviv, Israel","Operating","","2011-01-01",94,"Mobile, Consumer, Apps, Hardware","101-250",2,7,"2016-08-04",3100000,"Debt Financing",10474644,13574644,19081216,4,1,"","","","","",-1
"927","CornerJob","Professional Services, Mobile","Barcelona, Catalonia, Spain","Operating","","2015-09-01",9,"Mobile, Recruiting","101-250",4,3,"2017-01-16",0,"Series B",0,50944386,50944386,15,2,"","","","","",3
"929","CyberX","Information Technology, Privacy and Security","Framingham, Massachusetts, United States","Operating","","2012-01-01",8,"Security, Industrial, Network Security, Cyber Security","11-50",2,3,"2016-08-01",9e+06,"Series A",9e+06,11020000,11020000,11,4,"","","","","",0
"930","Chloe + Isabel","Commerce and Shopping, Media and Entertainment, Consumer Goods, Internet Services, Design","New York, New York, United States","Operating","","2011-01-01",24,"E-Commerce, Jewelry, Fashion, Social Media","501-1000",1,4,"2014-06-27",1.5e+07,"Series C",1.5e+07,32450000,32450000,18,6,"","","","","",-1
"935","Cashboard","Financial Services, Lending and Investments","Berlin, Berlin, Germany","Operating","","2014-01-01",12,"Impact Investing, Personal Finance, Wealth Management, Financial Services, Finance","11-50",4,3,"2016-11-23",0,"Series A",0,5186997,5186997,11,3,"","","","","",2
"940","Canavi","Apps, Commerce and Shopping, Software, Mobile","Ho Chi Minh City, NA - Vietnam, Vietnam","Operating","","2015-10-20",2,"Mobile Apps, Marketplace","11-50",6,3,"2017-04-10",92000,"Angel",92000,164000,164000,NA,NA,"","","","","",3
"941","Crayon Data","Information Technology, Data and Analytics","Singapore, Asia","Operating","","2012-08-01",45,"Business Intelligence, Big Data, Analytics, Data Mining","51-100",2,3,"2014-02-18",1188400,"Series Unknown",1188400,5338400,5338400,5,2,"","","","","",0
"942","C3Nano","Manufacturing, Natural Resources, Energy, Hardware, Sustainability, Consumer Electronics","Hayward, California, United States","Operating","","2010-01-01",5,"Solar, Electronics, Clean Energy, Manufacturing","11-50",1,4,"2017-02-22",1.5e+07,"Series D",1.5e+07,36900000,36900000,8,5,"","","","","",-2
"944","CodeMonkey Studios","Software, Education, Internet Services","Tel Aviv, Tel Aviv, Israel","Operating","","2013-01-01",NA,"Education, Internet, E-Learning, EdTech, Software","1-10",3,5,"2017-02-03",1500000,"Seed",1500000,2230000,2230000,5,1,"","","","","",1
"953","CUneXus Solutions","Data and Analytics, Software, Sales and Marketing, Financial Services, Lending and Investments, Mobile","Santa Rosa, California, United States","Operating","","2008-06-19",6,"Mobile, Banking, FinTech, Direct Marketing, Enterprise Software, Credit, Big Data, Software","1-10",3,3,"2017-01-24",5e+06,"Series A",5e+06,6650000,6650000,1,1,"","","","","",-4
"954","Cignifi","Financial Services","Cambridge, Massachusetts, United States","Operating","","2010-01-01",7,"Finance, FinTech","11-50",1,4,"2015-08-18",461000,"Debt Financing",4853120,7093120,7704120,3,2,"","","","","",-2
"959","Cermati","Software","Jakarta, Jakarta Raya, Indonesia","Operating","","2015-01-01",NA,"Software","11-50",1,3,"2017-02-14",0,"Series A",0,1900000,1900000,3,2,"","","","","",3
"963","ClickUp","Hardware, Consumer Electronics, Software","Palo Alto, California, United States","Operating","","2016-11-01",18,"Computer, Hardware, Enterprise Software","11-50",0,5,"2017-02-09",147500,"Convertible Note",147500,714500,714500,NA,NA,"","","","","",4
"964","Coiney","Software, Payments, Financial Services, Mobile","Tokyo, Tokyo, Japan","Operating","","2012-03-01",2,"FinTech, Mobile Payments, Payments, Mobile","11-50",1,3,"2017-02-06",0,"Series B",0,12110030,12110030,6,1,"","","","","",0
"970","Coinalytics Co.","Data and Analytics, Software, Payments, Financial Services","Palo Alto, California, United States","Operating","","2014-04-17",3,"Big Data, Bitcoin","1-10",3,3,"2015-09-10",1100000,"Seed",1100000,1300000,1300000,3,1,"","","","","",2
"972","Coinplug","Software, Payments, Financial Services","South Korea, Asia","Operating","","2013-06-01",6,"Bitcoin, FinTech, Finance","11-50",2,4,"2015-10-02",5e+06,"Series B",5e+06,8300000,8300000,9,3,"","","","","",1
"973","Cobrain","Commerce and Shopping","Bethesda, Maryland, United States","Operating","","2012-01-01",1,"E-Commerce, Personalization","11-50",1,5,"2016-06-10",4703609,"Series A",4703609,8708609,8708609,3,0,"","","","","",0
"974","CogniCor Technologies","Science and Engineering, Hardware, Data and Analytics, Software, Financial Services, Lending and Investments","Barcelona, Catalonia, Spain","Operating","","2011-01-01",4,"Analytics, Telecommunications, Artificial Intelligence, Natural Language Processing, Banking, Big Data","11-50",2,4,"2014-05-10",0,"Seed",0,933898,1030394,2,0,"","","","","",-1
"978","Cooledge Lighting","Manufacturing, Science and Engineering, Hardware, Sustainability","Richmond, British Columbia, Canada","Operating","","2009-01-01",8,"CleanTech, Manufacturing, Semiconductor","51-100",0,5,"2014-10-10",4275000,"Series Unknown",4275000,14119944,14119944,NA,NA,"","","","","",-3
"979","Cloapp","Apps, Hardware, Media and Entertainment, Software, Internet Services","Uppsala, Uppsala Lan, Sweden","Operating","","2014-09-01",5,"Apps, Social Media, Cloud Infrastructure","1-10",1,4,"2017-03-30",0,"Series Unknown",0,1408348,1408348,2,0,"","","","","",2
"981","Chalkfly","Commerce and Shopping, Education","Detroit, Michigan, United States","Operating","","2012-01-01",9,"Education, E-Commerce","11-50",2,3,"2013-10-23",0,"Seed",0,750000,750000,7,2,"","","","","",0
"982","Circle Media Inc","Platforms, Hardware, Software, Mobile","Portland, Oregon, United States","Operating","","2014-01-01",NA,"Software, Hardware, iOS","11-50",0,3,"2016-04-06",2e+05,"Series Unknown",2e+05,1260000,1260000,NA,NA,"","","","","",2
